# SignalP-5.0	Organism: Eukarya	Timestamp: 20210412190349
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
CR_00360C_A	OTHER	0.000692	0.999308	
C1_09700W_A	OTHER	0.000807	0.999193	
C2_06120C_A	OTHER	0.002664	0.997336	
C1_01780C_A	OTHER	0.002554	0.997446	
CR_08130W_A	OTHER	0.175183	0.824817	
CR_08080W_A	OTHER	0.001555	0.998445	
CR_06810W_A	OTHER	0.000262	0.999738	
C7_04140C_A	OTHER	0.000330	0.999670	
C2_08710W_A	OTHER	0.000245	0.999755	
C1_10670C_A	OTHER	0.000496	0.999504	
C1_06030C_A	OTHER	0.000269	0.999731	
CR_00020W_A	OTHER	0.000359	0.999641	
C1_03480C_A	OTHER	0.000587	0.999413	
CM_00210W	OTHER	0.013914	0.986086	
C7_00030W_A	OTHER	0.001479	0.998521	
C1_10950C_A	OTHER	0.000335	0.999665	
C4_06150C_A	OTHER	0.000707	0.999293	
CR_06830C_A	OTHER	0.000243	0.999757	
CR_04500C_A	OTHER	0.000183	0.999817	
C3_00790W_A	OTHER	0.000202	0.999798	
C3_00020W_A	OTHER	0.001062	0.998938	
C6_00650C_A	OTHER	0.000826	0.999174	
C3_05770C_A	OTHER	0.000259	0.999741	
C1_11630C_A	OTHER	0.003246	0.996754	
C1_13390W_A	OTHER	0.000517	0.999483	
C2_05510C_A	OTHER	0.001121	0.998879	
C1_02640C_A	OTHER	0.182273	0.817727	
C1_02720W_A	OTHER	0.002992	0.997008	
C1_11750W_A	OTHER	0.000508	0.999492	
C3_06510C_A	OTHER	0.013539	0.986461	
C4_05610C_A	OTHER	0.001788	0.998212	
C6_03840C_A	OTHER	0.000440	0.999560	
C2_02390W_A	OTHER	0.000757	0.999243	
CR_02270C_A	OTHER	0.000812	0.999188	
C4_06060W_A	OTHER	0.001284	0.998716	
C2_03470C_A	OTHER	0.000396	0.999604	
C1_13220C_A	OTHER	0.001124	0.998876	
C2_09800C_A	SP(Sec/SPI)	0.992798	0.007202	CS pos: 18-19. TFA-QT. Pr: 0.5844
C5_04730C_A	OTHER	0.000243	0.999757	
C1_05400C_A	OTHER	0.000981	0.999019	
C4_00730C_A	OTHER	0.002577	0.997423	
C2_05110W_A	OTHER	0.001066	0.998934	
C2_09120C_A	OTHER	0.002180	0.997820	
C3_01630W_A	OTHER	0.000676	0.999324	
C2_01580W_A	OTHER	0.000519	0.999481	
C3_03150W_A	OTHER	0.000810	0.999190	
C2_02770W_A	OTHER	0.000867	0.999133	
C1_01030W_A	OTHER	0.000579	0.999421	
CR_10700W_A	OTHER	0.000554	0.999446	
C1_08000W_A	OTHER	0.006155	0.993845	
C2_08940C_A	OTHER	0.001020	0.998980	
C7_02800W_A	OTHER	0.000500	0.999500	
C2_05130W_A	OTHER	0.000421	0.999579	
C6_03080C_A	OTHER	0.001655	0.998345	
C4_05370W_A	OTHER	0.001206	0.998794	
C3_00100W_A	OTHER	0.000289	0.999711	
C2_05840W_A	OTHER	0.000556	0.999444	
C5_04010C_A	OTHER	0.000309	0.999691	
C4_04090C_A	SP(Sec/SPI)	0.988889	0.011111	CS pos: 14-15. VNA-LK. Pr: 0.8514
CR_06850C_A	SP(Sec/SPI)	0.736622	0.263378	CS pos: 26-27. VHS-TA. Pr: 0.5875
C2_07330W_A	OTHER	0.000525	0.999475	
C5_04580C_A	OTHER	0.000772	0.999228	
C2_10010C_A	SP(Sec/SPI)	0.983645	0.016355	CS pos: 19-20. VAG-YE. Pr: 0.8151
CR_09900C_A	OTHER	0.000301	0.999699	
C2_04380C_A	OTHER	0.000671	0.999329	
C3_04250W_A	SP(Sec/SPI)	0.997281	0.002719	CS pos: 23-24. VSA-AD. Pr: 0.8045
C1_14470W_A	OTHER	0.001555	0.998445	
C1_07770W_A	OTHER	0.001261	0.998739	
C4_03200C_A	OTHER	0.001256	0.998744	
C5_01690C_A	OTHER	0.000860	0.999140	
C2_00340C_A	OTHER	0.001304	0.998696	
C1_12060C_A	SP(Sec/SPI)	0.920433	0.079567	CS pos: 14-15. VLG-LE. Pr: 0.5632
CR_04820W_A	OTHER	0.000213	0.999787	
C7_02340C_A	OTHER	0.000511	0.999489	
C6_02340W_A	OTHER	0.000942	0.999058	
CR_04480C_A	OTHER	0.000319	0.999681	
C6_03670C_A	OTHER	0.002270	0.997730	
C1_13520C_A	OTHER	0.006022	0.993978	
C1_08830C_A	OTHER	0.000534	0.999466	
C5_04540C_A	OTHER	0.000200	0.999800	
C4_00110C_A	OTHER	0.000259	0.999741	
C6_01220C_A	OTHER	0.001224	0.998776	
C4_05030C_A	OTHER	0.000381	0.999619	
C3_07360W_A	OTHER	0.015330	0.984670	
CR_04950W_A	OTHER	0.000158	0.999842	
C1_05470W_A	OTHER	0.003271	0.996729	
C2_03030W_A	OTHER	0.000316	0.999684	
CR_07300W_A	SP(Sec/SPI)	0.992523	0.007477	CS pos: 22-23. VAA-SV. Pr: 0.5467
CR_00920W_A	OTHER	0.001291	0.998709	
CR_03280W_A	OTHER	0.001296	0.998704	
C3_05960W_A	OTHER	0.000755	0.999245	
CR_09600C_A	OTHER	0.000242	0.999758	
C4_06350C_A	OTHER	0.000474	0.999526	
C1_10050W_A	SP(Sec/SPI)	0.646901	0.353099	CS pos: 28-29. CSS-SS. Pr: 0.2117
CR_09730C_A	OTHER	0.000283	0.999717	
C4_00460C_A	OTHER	0.001836	0.998164	
CR_07690W_A	OTHER	0.001101	0.998899	
C3_04190W_A	OTHER	0.001191	0.998809	
C2_01350C_A	OTHER	0.000222	0.999778	
C4_01090C_A	OTHER	0.000410	0.999590	
C1_11550W_A	OTHER	0.001422	0.998578	
C5_01540W_A	OTHER	0.000722	0.999278	
C6_02480W_A	OTHER	0.001407	0.998593	
C4_05330C_A	OTHER	0.000160	0.999840	
C4_05380C_A	OTHER	0.000196	0.999804	
C6_02330W_A	OTHER	0.000453	0.999547	
C2_10060C_A	OTHER	0.001824	0.998176	
C4_02060C_A	OTHER	0.000631	0.999369	
C4_03430W_A	OTHER	0.000677	0.999323	
C1_12620W_A	OTHER	0.000123	0.999877	
C7_00500W_A	OTHER	0.283535	0.716465	
C3_03690W_A	OTHER	0.005290	0.994710	
C1_11430W_A	OTHER	0.000490	0.999510	
CR_03180W_A	OTHER	0.000615	0.999385	
CR_07320C_A	OTHER	0.000493	0.999507	
C4_06220C_A	SP(Sec/SPI)	0.925658	0.074342	CS pos: 22-23. LEC-FP. Pr: 0.5265
C4_03270W_A	OTHER	0.000515	0.999485	
C2_00390C_A	OTHER	0.000919	0.999081	
C2_08920W_A	OTHER	0.001352	0.998648	
C2_04370W_A	OTHER	0.000337	0.999663	
C3_00350W_A	OTHER	0.000694	0.999306	
CR_02610C_A	OTHER	0.001643	0.998357	
C2_00050C_A	SP(Sec/SPI)	0.981390	0.018610	CS pos: 18-19. LAS-AP. Pr: 0.2952
C3_04460W_A	OTHER	0.001143	0.998857	
C4_06400C_A	OTHER	0.000466	0.999534	
C6_04570W_A	OTHER	0.001272	0.998728	
C3_07490W_A	OTHER	0.000526	0.999474	
C4_06700W_A	OTHER	0.001371	0.998629	
C6_03260W_A	OTHER	0.002002	0.997998	
C3_06110C_A	OTHER	0.000693	0.999307	
C1_06650W_A	OTHER	0.000423	0.999577	
C7_03680W_A	OTHER	0.001032	0.998968	
C1_12630C_A	OTHER	0.000908	0.999092	
C6_01170W_A	OTHER	0.000383	0.999617	
C1_13280C_A	OTHER	0.088125	0.911875	
C4_03440C_A	OTHER	0.001334	0.998666	
C1_12410C_A	OTHER	0.000915	0.999085	
C6_02070C_A	OTHER	0.007248	0.992752	
C5_03350W_A	OTHER	0.000759	0.999241	
C2_07450C_A	OTHER	0.000987	0.999013	
C1_13860C_A	OTHER	0.004457	0.995543	
C1_08610C_A	OTHER	0.001106	0.998894	
C6_04530C_A	OTHER	0.000335	0.999665	
C1_11190W_A	OTHER	0.000655	0.999345	
C1_04990C_A	OTHER	0.001874	0.998126	
CR_03320C_A	OTHER	0.000415	0.999585	
C1_00390W_A	OTHER	0.000797	0.999203	
C2_06090W_A	OTHER	0.000683	0.999317	
C7_01030C_A	OTHER	0.000617	0.999383	
CR_05190W_A	SP(Sec/SPI)	0.996074	0.003926	CS pos: 18-19. VSA-SY. Pr: 0.8315
C2_04510W_A	OTHER	0.000519	0.999481	
C4_00200C_A	OTHER	0.002010	0.997990	
C4_02980W_A	OTHER	0.001346	0.998654	
C3_03630W_A	OTHER	0.000407	0.999593	
C6_03200W_A	OTHER	0.002698	0.997302	
CR_07740W_A	OTHER	0.000273	0.999727	
C4_01130C_A	OTHER	0.001316	0.998684	
C1_13790C_A	OTHER	0.001319	0.998681	
C3_02070C_A	OTHER	0.001502	0.998498	
C3_00400C_A	OTHER	0.000563	0.999437	
CR_02460W_A	OTHER	0.000699	0.999301	
C5_00030W_A	OTHER	0.000790	0.999210	
C5_05330C_A	OTHER	0.000932	0.999068	
C1_13580W_A	OTHER	0.001370	0.998630	
C4_03020W_A	OTHER	0.005433	0.994567	
C2_10220C_A	OTHER	0.001019	0.998981	
C5_05250C_A	OTHER	0.003183	0.996817	
C2_03490C_A	OTHER	0.001720	0.998280	
C3_01860C_A	OTHER	0.000285	0.999715	
CR_10310W_A	SP(Sec/SPI)	0.780239	0.219761	CS pos: 19-20. TQA-AV. Pr: 0.6868
CR_01560W_A	OTHER	0.000285	0.999715	
C1_06810W_A	OTHER	0.000501	0.999499	
C1_01760W_A	OTHER	0.000917	0.999083	
C1_04610W_A	OTHER	0.001577	0.998423	
C7_00510W_A	OTHER	0.001211	0.998789	
C2_00820W_A	OTHER	0.001543	0.998457	
C3_06720W_A	OTHER	0.000440	0.999560	
C4_02230C_A	OTHER	0.000813	0.999187	
C3_03990C_A	OTHER	0.001703	0.998297	
C1_02580W_A	OTHER	0.000483	0.999517	
C2_04970W_A	OTHER	0.001619	0.998381	
C7_03840W_A	OTHER	0.000860	0.999140	
CR_10710C_A	OTHER	0.000588	0.999412	
C1_09650W_A	OTHER	0.001463	0.998537	
C2_09980W_A	OTHER	0.009622	0.990378	
C2_07680W_A	OTHER	0.000633	0.999367	
C6_02660C_A	OTHER	0.000675	0.999325	
CR_06060W_A	OTHER	0.006305	0.993695	
C4_06090C_A	OTHER	0.002822	0.997178	
C2_04580W_A	OTHER	0.000590	0.999410	
C6_01360W_A	OTHER	0.000294	0.999706	
CR_07400C_A	OTHER	0.003859	0.996141	
CR_01850C_A	OTHER	0.197610	0.802390	
C6_01450C_A	OTHER	0.001293	0.998707	
CR_03510W_A	OTHER	0.001662	0.998338	
CR_09690C_A	SP(Sec/SPI)	0.967231	0.032769	CS pos: 21-22. IIA-WS. Pr: 0.7750
CR_03520C_A	OTHER	0.001814	0.998186	
C1_07990C_A	OTHER	0.070716	0.929284	
C3_06550C_A	OTHER	0.000746	0.999254	
C3_04580C_A	OTHER	0.010484	0.989516	
C1_07000W_A	OTHER	0.002373	0.997627	
C3_03400C_A	OTHER	0.000425	0.999575	
C1_07270W_A	OTHER	0.000592	0.999408	
C5_02430W_A	OTHER	0.001879	0.998121	
CR_00110W_A	OTHER	0.012757	0.987243	
CR_09840C_A	OTHER	0.002021	0.997979	
C3_06200C_A	OTHER	0.000258	0.999742	
C6_03220W_A	OTHER	0.000255	0.999745	
C3_02640C_A	OTHER	0.001570	0.998430	
C1_04570C_A	OTHER	0.000297	0.999703	
C4_04880W_A	OTHER	0.001741	0.998259	
C2_04780W_A	OTHER	0.000465	0.999535	
C1_05180C_A	OTHER	0.000527	0.999473	
C7_02570C_A	OTHER	0.000856	0.999144	
C2_09060C_A	OTHER	0.002091	0.997909	
CR_05770W_A	OTHER	0.000339	0.999661	
C7_01290W_A	OTHER	0.000194	0.999806	
C4_06890W_A	OTHER	0.002400	0.997600	
CR_04570C_A	OTHER	0.000984	0.999016	
C2_09490W_A	OTHER	0.000682	0.999318	
C1_11210C_A	OTHER	0.001263	0.998737	
C4_04940W_A	OTHER	0.001051	0.998949	
C3_05970C_A	OTHER	0.001291	0.998709	
C1_09220W_A	OTHER	0.000783	0.999217	
C3_02120W_A	OTHER	0.000918	0.999082	
C1_03400W_A	OTHER	0.000825	0.999175	
CR_04730W_A	OTHER	0.039722	0.960278	
C1_01270W_A	OTHER	0.000823	0.999177	
C5_02540C_A	OTHER	0.001384	0.998616	
CR_09290W_A	OTHER	0.004649	0.995351	
C2_03010C_A	OTHER	0.000384	0.999616	
C6_04520W_A	OTHER	0.000817	0.999183	
C3_07420W_A	OTHER	0.007333	0.992667	
C3_07290W_A	OTHER	0.000856	0.999144	
C3_02010C_A	OTHER	0.000662	0.999338	
C3_01480C_A	OTHER	0.000915	0.999085	
CM_00380W	OTHER	0.001430	0.998570	
C1_13920W_A	OTHER	0.000575	0.999425	
C3_05410W_A	OTHER	0.001625	0.998375	
CR_07330W_A	OTHER	0.000368	0.999632	
C3_03410C_A	OTHER	0.000987	0.999013	
CR_08470W_A	OTHER	0.022133	0.977867	
C4_02460W_A	OTHER	0.071271	0.928729	
C1_00610W_A	OTHER	0.001653	0.998347	
CR_04370W_A	OTHER	0.000324	0.999676	
CR_04070W_A	OTHER	0.000964	0.999036	
C4_04860W_A	OTHER	0.000757	0.999243	
C1_02620C_A	OTHER	0.006514	0.993486	
C3_03940C_A	OTHER	0.002368	0.997632	
CR_02290W_A	SP(Sec/SPI)	0.997186	0.002814	CS pos: 18-19. VFA-QD. Pr: 0.9582
C2_08760C_A	OTHER	0.003136	0.996864	
C6_01900C_A	OTHER	0.003102	0.996898	
C1_04630C_A	OTHER	0.000305	0.999695	
CR_04970C_A	OTHER	0.001616	0.998384	
C2_02540W_A	OTHER	0.000218	0.999782	
C1_05900W_A	OTHER	0.000303	0.999697	
C4_01200C_A	OTHER	0.000965	0.999035	
CR_03820C_A	OTHER	0.000825	0.999175	
C7_01680C_A	OTHER	0.000283	0.999717	
C6_04430W_A	OTHER	0.001899	0.998101	
CR_00470W_A	OTHER	0.000837	0.999163	
C1_05520W_A	OTHER	0.000845	0.999155	
C5_00230C_A	OTHER	0.001108	0.998892	
C3_06910C_A	OTHER	0.000564	0.999436	
C5_01960C_A	OTHER	0.001361	0.998639	
CR_01080W_A	OTHER	0.000195	0.999805	
C3_04070C_A	OTHER	0.002447	0.997553	
C4_03940C_A	OTHER	0.000686	0.999314	
CR_03420C_A	OTHER	0.003834	0.996166	
CR_00280C_A	OTHER	0.001779	0.998221	
C3_04090W_A	OTHER	0.000359	0.999641	
C2_02450C_A	OTHER	0.000331	0.999669	
C2_02420C_A	OTHER	0.000644	0.999356	
C3_02910W_A	SP(Sec/SPI)	0.994493	0.005507	CS pos: 16-17. ANT-ET. Pr: 0.4310
C1_10750C_A	OTHER	0.002617	0.997383	
C1_00900W_A	OTHER	0.000560	0.999440	
C7_00950W_A	OTHER	0.001954	0.998046	
C4_06680C_A	OTHER	0.002114	0.997886	
C1_04270C_A	OTHER	0.009665	0.990335	
C4_04450C_A	OTHER	0.004755	0.995245	
C4_03680C_A	OTHER	0.000370	0.999630	
C1_09110W_A	OTHER	0.002400	0.997600	
C2_04670W_A	OTHER	0.003566	0.996434	
C1_06460C_A	OTHER	0.000678	0.999322	
C1_00350C_A	OTHER	0.001367	0.998633	
C1_01900C_A	OTHER	0.000818	0.999182	
C5_00450C_A	OTHER	0.479739	0.520261	
C2_05900W_A	OTHER	0.001206	0.998794	
CR_09330C_A	OTHER	0.000753	0.999247	
CR_08540C_A	OTHER	0.000557	0.999443	
CR_09480W_A	OTHER	0.000190	0.999810	
CR_04000W_A	OTHER	0.000349	0.999651	
CR_02940C_A	OTHER	0.000648	0.999352	
C2_07020C_A	OTHER	0.000358	0.999642	
C3_04330C_A	OTHER	0.368123	0.631877	
C1_14210C_A	OTHER	0.060738	0.939262	
CR_07940W_A	OTHER	0.002605	0.997395	
C4_03880W_A	OTHER	0.000437	0.999563	
C1_12960C_A	OTHER	0.000303	0.999697	
C1_08290C_A	OTHER	0.001817	0.998183	
C1_09280W_A	OTHER	0.000810	0.999190	
C1_06610C_A	OTHER	0.000605	0.999395	
C3_01810C_A	SP(Sec/SPI)	0.668982	0.331018	CS pos: 30-31. TRG-SS. Pr: 0.4227
C5_01990W_A	OTHER	0.007748	0.992252	
C4_04340C_A	OTHER	0.000565	0.999435	
C2_00680C_A	SP(Sec/SPI)	0.996545	0.003455	CS pos: 15-16. ALA-GD. Pr: 0.6077
C6_03830W_A	OTHER	0.000456	0.999544	
CR_10430C_A	OTHER	0.000201	0.999799	
C3_06500W_A	OTHER	0.000272	0.999728	
C3_05870C_A	OTHER	0.003580	0.996420	
C1_06590C_A	OTHER	0.000627	0.999373	
C3_01930W_A	OTHER	0.000379	0.999621	
C3_00440W_A	OTHER	0.000517	0.999483	
C3_00050C_A	OTHER	0.000264	0.999736	
C1_13620W_A	OTHER	0.001427	0.998573	
C7_01310C_A	OTHER	0.041015	0.958985	
C1_05490C_A	OTHER	0.217715	0.782285	
C2_05410W_A	OTHER	0.000330	0.999670	
C1_07840W_A	OTHER	0.001592	0.998408	
C1_04490W_A	OTHER	0.001276	0.998724	
C1_11410C_A	OTHER	0.000171	0.999829	
C1_00270W_A	OTHER	0.000695	0.999305	
CR_05250C_A	OTHER	0.003041	0.996959	
C4_00580W_A	OTHER	0.001122	0.998878	
C1_09830W_A	OTHER	0.000756	0.999244	
CR_05290W_A	SP(Sec/SPI)	0.989352	0.010648	CS pos: 23-24. IES-LF. Pr: 0.9140
C4_05570C_A	OTHER	0.002764	0.997236	
C2_03340W_A	OTHER	0.004520	0.995480	
C1_11890W_A	OTHER	0.005376	0.994624	
CR_01930C_A	OTHER	0.000652	0.999348	
C2_09500W_A	OTHER	0.000738	0.999262	
C4_03770W_A	OTHER	0.000285	0.999715	
C2_04770W_A	OTHER	0.001809	0.998191	
C6_03340C_A	OTHER	0.000449	0.999551	
C6_03290W_A	OTHER	0.000529	0.999471	
C6_02490C_A	OTHER	0.000215	0.999785	
C1_06370C_A	SP(Sec/SPI)	0.997869	0.002131	CS pos: 21-22. VIA-AP. Pr: 0.9686
C1_01210W_A	OTHER	0.000562	0.999438	
C1_05980W_A	OTHER	0.001533	0.998467	
C2_08380C_A	OTHER	0.363767	0.636233	
CR_05130C_A	SP(Sec/SPI)	0.987014	0.012986	CS pos: 17-18. VAA-HW. Pr: 0.6198
CR_07160C_A	OTHER	0.004255	0.995745	
C5_02560C_A	OTHER	0.000278	0.999722	
CR_09180W_A	OTHER	0.007765	0.992235	
C4_00300C_A	OTHER	0.000329	0.999671	
C1_11010C_A	OTHER	0.000759	0.999241	
C4_02990C_A	OTHER	0.009048	0.990952	
C3_01830C_A	OTHER	0.211861	0.788139	
C2_07250C_A	OTHER	0.000959	0.999041	
C5_00160W_A	OTHER	0.001118	0.998882	
C4_01300W_A	OTHER	0.000398	0.999602	
C1_01300W_A	OTHER	0.001475	0.998525	
C2_08010W_A	OTHER	0.000810	0.999190	
C1_13950C_A	OTHER	0.000370	0.999630	
CR_08830W_A	OTHER	0.000455	0.999545	
C5_04340W_A	SP(Sec/SPI)	0.998267	0.001733	CS pos: 22-23. AQA-DE. Pr: 0.5941
C6_00290W_A	OTHER	0.000216	0.999784	
C2_02970C_A	OTHER	0.001765	0.998235	
CM_00050W	OTHER	0.010732	0.989268	
C7_04130C_A	OTHER	0.000098	0.999902	
C5_00340W_A	OTHER	0.000365	0.999635	
C7_00340C_A	OTHER	0.000689	0.999311	
C1_05080W_A	OTHER	0.001327	0.998673	
C4_02340W_A	OTHER	0.325774	0.674226	
CR_10270C_A	OTHER	0.000779	0.999221	
CR_09200C_A	OTHER	0.000872	0.999128	
C6_03190C_A	OTHER	0.001473	0.998527	
C3_05100C_A	OTHER	0.000902	0.999098	
C1_10960W_A	OTHER	0.008217	0.991783	
C3_07930C_A	OTHER	0.004865	0.995135	
C1_13030C_A	OTHER	0.005077	0.994923	
C7_00610C_A	OTHER	0.000413	0.999587	
CR_07380C_A	OTHER	0.003082	0.996918	
C2_06220C_A	OTHER	0.000882	0.999118	
C3_03480C_A	OTHER	0.000644	0.999356	
C5_02000C_A	OTHER	0.000942	0.999058	
C1_04480C_A	OTHER	0.002190	0.997810	
C2_10530C_A	OTHER	0.000504	0.999496	
CR_07200W_A	OTHER	0.000410	0.999590	
CM_00170C	OTHER	0.021412	0.978588	
C4_04640C_A	OTHER	0.001107	0.998893	
C4_02500C_A	OTHER	0.003583	0.996417	
CR_03950W_A	OTHER	0.000209	0.999791	
C3_01980C_A	OTHER	0.003393	0.996607	
CR_07920W_A	OTHER	0.001025	0.998975	
C1_05640C_A	OTHER	0.000257	0.999743	
C1_06670W_A	OTHER	0.000869	0.999131	
C5_00500W_A	OTHER	0.000559	0.999441	
C4_03850W_A	OTHER	0.001188	0.998812	
CR_10630W_A	OTHER	0.001050	0.998950	
CR_06680C_A	OTHER	0.001955	0.998045	
CR_07910C_A	OTHER	0.000146	0.999854	
C2_08980C_A	SP(Sec/SPI)	0.786386	0.213614	CS pos: 20-21. AGS-SL. Pr: 0.2096
C1_10360C_A	SP(Sec/SPI)	0.997628	0.002372	CS pos: 17-18. SLA-DM. Pr: 0.9245
C1_13270W_A	OTHER	0.000449	0.999551	
C3_01740C_A	SP(Sec/SPI)	0.983262	0.016738	CS pos: 18-19. VHS-AA. Pr: 0.5407
CR_04510W_A	OTHER	0.001548	0.998452	
C6_02520W_A	OTHER	0.000642	0.999358	
C4_02330C_A	OTHER	0.000814	0.999186	
C1_10480W_A	OTHER	0.000694	0.999306	
C3_03590W_A	OTHER	0.031899	0.968101	
C1_05960W_A	SP(Sec/SPI)	0.993586	0.006414	CS pos: 17-18. VYS-LP. Pr: 0.6773
C2_09640W_A	OTHER	0.000930	0.999070	
C3_02090C_A	OTHER	0.001946	0.998054	
C6_03760C_A	OTHER	0.001147	0.998853	
C3_00160C_A	OTHER	0.005211	0.994789	
CR_04860C_A	OTHER	0.000722	0.999278	
C5_00260W_A	OTHER	0.002164	0.997836	
C6_00190W_A	OTHER	0.000299	0.999701	
C5_01270W_A	OTHER	0.002697	0.997303	
C2_04400W_A	OTHER	0.002515	0.997485	
C1_09630W_A	OTHER	0.002630	0.997370	
C6_00970C_A	OTHER	0.000786	0.999214	
C2_00510W_A	OTHER	0.000528	0.999472	
C4_02960W_A	OTHER	0.000293	0.999707	
CR_07680C_A	OTHER	0.000306	0.999694	
C6_03210C_A	OTHER	0.000485	0.999515	
C2_05190W_A	OTHER	0.000998	0.999002	
C2_09260C_A	OTHER	0.001649	0.998351	
C6_00890W_A	OTHER	0.001067	0.998933	
CR_02680W_A	OTHER	0.000589	0.999411	
CR_10360C_A	OTHER	0.001562	0.998438	
C2_03900C_A	OTHER	0.001075	0.998925	
CR_09020C_A	OTHER	0.002047	0.997953	
C5_03490C_A	OTHER	0.001804	0.998196	
C2_00120C_A	OTHER	0.000847	0.999153	
C1_09100W_A	OTHER	0.001260	0.998740	
C2_10810W_A	OTHER	0.005737	0.994263	
C3_04840C_A	OTHER	0.000256	0.999744	
C2_03390C_A	OTHER	0.002072	0.997928	
C2_05170W_A	OTHER	0.287088	0.712912	
C1_01280C_A	OTHER	0.000389	0.999611	
C3_00340W_A	OTHER	0.000642	0.999358	
C1_02120C_A	OTHER	0.001615	0.998385	
CR_09320C_A	OTHER	0.287845	0.712155	
C2_10610W_A	OTHER	0.001470	0.998530	
CR_10330W_A	SP(Sec/SPI)	0.995264	0.004736	CS pos: 18-19. AVA-AP. Pr: 0.8828
C3_06700C_A	OTHER	0.002735	0.997265	
CR_09090C_A	SP(Sec/SPI)	0.974609	0.025391	CS pos: 20-21. VLA-KL. Pr: 0.9085
C5_04840C_A	OTHER	0.000707	0.999293	
C4_01340W_A	SP(Sec/SPI)	0.994179	0.005821	CS pos: 24-25. TNG-LI. Pr: 0.7514
C5_05360C_A	OTHER	0.000412	0.999588	
C3_07220C_A	OTHER	0.000493	0.999507	
CR_01710W_A	OTHER	0.001095	0.998905	
C4_03000C_A	OTHER	0.001111	0.998889	
CR_10100C_A	OTHER	0.000891	0.999109	
C6_01160W_A	OTHER	0.000503	0.999497	
C2_02380W_A	OTHER	0.000395	0.999605	
CR_02800C_A	OTHER	0.001132	0.998868	
C6_01870C_A	OTHER	0.000298	0.999702	
CR_09700W_A	OTHER	0.000611	0.999389	
C3_07260C_A	OTHER	0.019707	0.980293	
C2_08350C_A	OTHER	0.000670	0.999330	
CR_06170W_A	OTHER	0.002218	0.997782	
CR_03970C_A	OTHER	0.003392	0.996608	
CR_02620C_A	OTHER	0.004607	0.995393	
C3_07970C_A	OTHER	0.000359	0.999641	
C1_06440C_A	OTHER	0.000604	0.999396	
C1_07670W_A	OTHER	0.003673	0.996327	
C2_00870W_A	OTHER	0.000823	0.999177	
CR_08440W_A	OTHER	0.000264	0.999736	
C1_04420C_A	OTHER	0.002396	0.997604	
C2_05540C_A	OTHER	0.000457	0.999543	
C7_01780W_A	OTHER	0.001882	0.998118	
C2_08290C_A	OTHER	0.000599	0.999401	
CR_09490W_A	OTHER	0.000526	0.999474	
C5_04280C_A	OTHER	0.000144	0.999856	
C6_02820W_A	OTHER	0.191546	0.808454	
C3_05910W_A	OTHER	0.002439	0.997561	
C2_00440W_A	OTHER	0.004202	0.995798	
C2_05550W_A	OTHER	0.001581	0.998419	
C7_02370W_A	OTHER	0.000469	0.999531	
CR_02930W_A	OTHER	0.001438	0.998562	
CR_06520C_A	OTHER	0.000380	0.999620	
C1_02670C_A	OTHER	0.028262	0.971738	
CR_02260C_A	OTHER	0.001953	0.998047	
C5_04410C_A	OTHER	0.000527	0.999473	
C5_01840C_A	OTHER	0.003247	0.996753	
C2_06760C_A	OTHER	0.005293	0.994707	
CR_09880W_A	OTHER	0.000330	0.999670	
CR_01350C_A	OTHER	0.000437	0.999563	
C2_08320C_A	OTHER	0.000546	0.999454	
C1_11880W_A	OTHER	0.002040	0.997960	
C4_05140C_A	OTHER	0.000640	0.999360	
C3_06590W_A	OTHER	0.071453	0.928547	
C1_03910C_A	OTHER	0.000364	0.999636	
C6_04060W_A	OTHER	0.000455	0.999545	
C3_05790C_A	OTHER	0.000535	0.999465	
C3_03110W_A	OTHER	0.001124	0.998876	
C1_08630W_A	OTHER	0.000610	0.999390	
C1_08390C_A	OTHER	0.000292	0.999708	
C1_11670W_A	OTHER	0.003032	0.996968	
CR_07060C_A	OTHER	0.037398	0.962602	
C4_06420W_A	OTHER	0.000241	0.999759	
CR_09190C_A	OTHER	0.001654	0.998346	
C6_03490C_A	SP(Sec/SPI)	0.991756	0.008244	CS pos: 18-19. VDA-SP. Pr: 0.7237
CR_03550W_A	OTHER	0.000802	0.999198	
C1_10980W_A	OTHER	0.000734	0.999266	
C2_09480W_A	OTHER	0.000888	0.999112	
C1_14630C_A	OTHER	0.000533	0.999467	
C1_14190C_A	OTHER	0.000303	0.999697	
C3_02150C_A	OTHER	0.000738	0.999262	
CR_01870C_A	OTHER	0.001091	0.998909	
C1_02660C_A	OTHER	0.000166	0.999834	
C6_03740W_A	OTHER	0.003030	0.996970	
C6_03300C_A	OTHER	0.000745	0.999255	
C5_01110W_A	OTHER	0.000153	0.999847	
C1_13320C_A	OTHER	0.000276	0.999724	
C6_02920C_A	OTHER	0.000681	0.999319	
C5_00080C_A	OTHER	0.000295	0.999705	
C2_02700C_A	OTHER	0.001068	0.998932	
C3_00540C_A	OTHER	0.000212	0.999788	
CR_03890W_A	OTHER	0.000623	0.999377	
C7_00990W_A	OTHER	0.000377	0.999623	
CR_05620C_A	OTHER	0.000683	0.999317	
C1_05610W_A	OTHER	0.000723	0.999277	
C3_04610W_A	OTHER	0.000706	0.999294	
C4_00160C_A	OTHER	0.001474	0.998526	
CR_02160W_A	OTHER	0.002586	0.997414	
